5000.111	-1E-4	-0.00255	1.27536
4999.87	2E-4	-0.00196	1.27408
4999.629	-1E-4	-0.00259	1.27501
4999.388	-5E-4	-0.00367	1.27388
4999.147	-3E-4	-0.0033	1.27282
4998.906	1E-4	-0.00233	1.27282
4998.665	-1E-4	-0.00272	1.27369
4998.424	-4E-4	-0.0035	1.2732
4998.183	-4E-4	-0.00358	1.27248
4997.942	-1E-4	-0.00289	1.27212
4997.701	-2E-4	-0.00306	1.27282
4997.46	-5E-4	-0.00386	1.27207
4997.219	-2E-4	-0.00324	1.27105
4996.978	3E-4	-0.00202	1.27116
4996.736	3E-4	-0.00189	1.27239
4996.496	-1E-4	-0.00285	1.27245
4996.254	-1E-4	-0.00293	1.27175
4996.013	2E-4	-0.00221	1.27164
4995.772	2E-4	-0.00212	1.27251
4995.531	-2E-4	-0.00308	1.27266
4995.29	-3E-4	-0.00341	1.27173
4995.049	1E-4	-0.00249	1.27129
4994.808	2E-4	-0.00215	1.27226
4994.567	-2E-4	-0.00309	1.27252
4994.326	-3E-4	-0.00341	1.27173
4994.085	0	-0.00273	1.27135
4993.844	1E-4	-0.0024	1.27213
4993.603	-3E-4	-0.00334	1.27249
4993.362	-5E-4	-0.00392	1.27151
4993.121	-1E-4	-0.00303	1.27079
4992.879	1E-4	-0.00246	1.2716
4992.639	-2E-4	-0.00315	1.27199
4992.397	-4E-4	-0.00369	1.27138
4992.156	-1E-4	-0.00305	1.27061
4991.916	2E-4	-0.00225	1.27128
4991.674	-1E-4	-0.0029	1.27202
4991.433	-4E-4	-0.00368	1.27151
4991.192	-2E-4	-0.0033	1.27055
4990.951	2E-4	-0.00229	1.27093
4990.71	0	-0.00268	1.27182
4990.469	-3E-4	-0.00344	1.27154
4990.228	-2E-4	-0.00327	1.27081
4989.987	1E-4	-0.00252	1.27104
4989.746	-1E-4	-0.00292	1.27181
4989.505	-4E-4	-0.0037	1.2714
4989.264	-3E-4	-0.00354	1.27057
4989.022	1E-4	-0.00258	1.27051
4988.781	1E-4	-0.00246	1.27166
4988.541	-4E-4	-0.00366	1.27171
4988.299	-4E-4	-0.00377	1.27072
4988.058	-1E-4	-0.00305	1.27057
4987.817	-1E-4	-0.00299	1.27116
4987.576	-4E-4	-0.00373	1.27114
4987.335	-4E-4	-0.00382	1.27021
4987.094	0	-0.00289	1.26983
4986.853	2E-4	-0.00232	1.27061
4986.612	-1E-4	-0.003	1.27112
4986.371	-2E-4	-0.00332	1.27038
4986.13	2E-4	-0.00237	1.27014
4985.889	3E-4	-0.00202	1.27121
4985.647	-1E-4	-0.00292	1.27183
4985.407	-4E-4	-0.00371	1.27133
4985.166	-3E-4	-0.00354	1.27057
4984.924	-1E-4	-0.00302	1.27089
4984.684	-4E-4	-0.00373	1.27116
4984.442	-5E-4	-0.00407	1.27022
4984.201	-1E-4	-0.00316	1.26962
4983.96	2E-4	-0.00236	1.27028
4983.719	0	-0.00276	1.27111
4983.478	-3E-4	-0.00351	1.27091
4983.237	-2E-4	-0.00334	1.27019
4982.996	1E-4	-0.00257	1.27059
4982.755	-2E-4	-0.00322	1.2714
4982.514	-5E-4	-0.004	1.27086
4982.273	-4E-4	-0.00384	1.27012
4982.032	-1E-4	-0.0031	1.27017
4981.791	-3E-4	-0.0035	1.271
4981.55	-7E-4	-0.00455	1.27027
4981.309	-4E-4	-0.00395	1.269
4981.067	1E-4	-0.00272	1.26912
4980.827	2E-4	-0.00239	1.27003
4980.585	-1E-4	-0.00307	1.27051
4980.344	-2E-4	-0.00339	1.26978
4980.103	2E-4	-0.00242	1.26972
4979.862	1E-4	-0.00255	1.27082
4979.621	-3E-4	-0.00353	1.27078
4979.38	-4E-4	-0.00385	1.27002
4979.139	-1E-4	-0.00318	1.26939
4978.898	1E-4	-0.00263	1.27007
4978.657	-2E-4	-0.00333	1.27031
4978.416	-2E-4	-0.00342	1.26953
4978.175	2E-4	-0.00247	1.26927
4977.934	4E-4	-0.00187	1.27032
4977.692	0	-0.00276	1.27116
4977.452	-3E-4	-0.00354	1.27065
4977.21	-2E-4	-0.00335	1.27015
4976.969	-1E-4	-0.00308	1.27045
4976.729	-4E-4	-0.00378	1.27071
4976.487	-6E-4	-0.00437	1.26975
4976.246	-2E-4	-0.00349	1.26882
4976.005	2E-4	-0.00247	1.26929
4975.764	1E-4	-0.00261	1.2702
4975.523	-2E-4	-0.00336	1.27005
4975.282	0	-0.00295	1.26934
4975.041	3E-4	-0.00215	1.26999
4974.8	0	-0.00278	1.27096
4974.559	-4E-4	-0.0038	1.27055
4974.318	-3E-4	-0.00364	1.26974
4974.077	-1E-4	-0.00314	1.26981
4973.835	-2E-4	-0.00335	1.27022
4973.595	-4E-4	-0.00388	1.26981
4973.354	-2E-4	-0.00347	1.26909
4973.112	1E-4	-0.00271	1.26932
4972.872	1E-4	-0.00263	1.27008
4972.63	-3E-4	-0.00358	1.2703
4972.389	-3E-4	-0.0037	1.26922
4972.148	1E-4	-0.00273	1.26911
4971.907	2E-4	-0.00241	1.26988
4971.666	-1E-4	-0.00308	1.27044
4971.425	-3E-4	-0.00363	1.26982
4971.184	-1E-4	-0.00318	1.26951
4970.943	-1E-4	-0.00314	1.26984
4970.702	-3E-4	-0.00364	1.26972
4970.461	-2E-4	-0.0035	1.2688
4970.22	3E-4	-0.00228	1.26878
4969.979	4E-4	-0.00191	1.26995
4969.738	0	-0.00281	1.27066
4969.497	-3E-4	-0.00362	1.26995
4969.255	0	-0.00296	1.2693
4969.014	2E-4	-0.0024	1.26999
4968.773	-1E-4	-0.00307	1.27057
4968.532	-3E-4	-0.00361	1.27002
4968.291	-1E-4	-0.00317	1.26964
4968.05	0	-0.00287	1.27014
4967.809	-3E-4	-0.00355	1.27063
4967.568	-6E-4	-0.00436	1.26987
4967.327	-3E-4	-0.00374	1.26886
4967.086	1E-4	-0.00272	1.26929
4966.845	-1E-4	-0.0031	1.2703
4966.604	-5E-4	-0.00412	1.26987
4966.363	-3E-4	-0.00374	1.26885
4966.122	1E-4	-0.00274	1.26908
4965.88	0	-0.00287	1.27011
4965.64	-4E-4	-0.00387	1.26995
4965.398	-3E-4	-0.00372	1.26908
4965.157	0	-0.00296	1.26926
4964.917	-1E-4	-0.00314	1.2699
4964.675	-4E-4	-0.00388	1.26985
4964.434	-4E-4	-0.00397	1.26897
4964.193	0	-0.00302	1.26879
4963.952	0	-0.00291	1.26977
4963.711	-4E-4	-0.00389	1.26977
4963.47	-4E-4	-0.00399	1.2688
4963.229	0	-0.00306	1.26841
4962.988	2E-4	-0.00248	1.26924
4962.747	-1E-4	-0.00316	1.26976
4962.506	-2E-4	-0.00347	1.26915
4962.265	1E-4	-0.00275	1.26902
4962.023	1E-4	-0.00265	1.26995
4961.783	-3E-4	-0.0036	1.27019
4961.542	-5E-4	-0.00418	1.26938
4961.3	-2E-4	-0.00353	1.2686
4961.06	1E-4	-0.00273	1.2692
4960.818	-2E-4	-0.00339	1.26985
4960.577	-4E-4	-0.00395	1.26926
4960.336	-2E-4	-0.00353	1.2686
4960.095	1E-4	-0.00276	1.26895
4959.854	-1E-4	-0.00317	1.26965
4959.613	-3E-4	-0.00371	1.26917
4959.372	-1E-4	-0.00328	1.26863
4959.131	2E-4	-0.00251	1.269
4958.89	0	-0.00289	1.27001
4958.649	-4E-4	-0.00391	1.26959
4958.408	-2E-4	-0.00352	1.26873
4958.167	1E-4	-0.00275	1.26901
4957.925	0	-0.0029	1.26991
4957.685	-4E-4	-0.00389	1.26985
4957.443	-4E-4	-0.00398	1.26897
4957.202	-1E-4	-0.00326	1.26882
4956.961	-1E-4	-0.00319	1.26946
4956.72	-4E-4	-0.00394	1.26939
4956.479	-3E-4	-0.00379	1.2685
