1178	0.0656
1171	0.06125
1164	0.06058
1157	0.06055
1150	0.06058
1143	0.06063
1136	0.05998
1129	0.06593
1122	0.06589
1115	0.06622
1108	0.06648
1101	0.07428
1094	0.08429
1087	0.09455
1080	0.08987
1073	0.08517
1066	0.07815
1059	0.07705
1052	0.07716
1045	0.07574
1038	0.07162
1031	0.07169
1024	0.0842
1017	0.10019
1010	0.11149
1003	0.10369
996	0.07797
989	0.063
982	0.05493
975	0.05571
968	0.05026
961	0.04899
954	0.04013
947	0.03856
940	0.03465
933	0.03239
926	0.0389
919	0.03839
912	0.03857
905	0.03889
898	0.03469
891	0.03309
884	0.033
877	0.03304
870	0.03306
863	0.03288
856	0.0331
849	0.02695
842	0.02756
835	0.03139
828	0.04751
821	0.05766
814	0.05314
807	0.03901
800	0.03005
793	0.02734
786	0.02752
779	0.02727
772	0.031
765	0.03304
758	0.03157
751	0.02665
744	0.0251
737	0.02373
730	0.02263
723	0.02158
716	0.02226
709	0.02233
702	0.02758
695	0.0323
688	0.03289
681	0.03309
674	0.03304
667	0.03214
660	0.02846
653	0.02166
646	0.02215
639	0.02202
632	0.02202
625	0.02203
618	0.02203
611	0.02196
604	0.0222
597	0.01875
590	0.01277
583	0.01101
576	0.00692
569	0.00534
562	0.00512
555	0.00278
548	1.4722E-4
541	1.3356E-4
534	-2.99549E-4
527	0.00288
520	0.00268
513	0.00276
