Wavmic	FluxJy	errFluxJy
3.19023	3.984E-5	4.06891E-4
3.19123	3.942E-5	4.48293E-4
3.19224	3.933E-5	4.35409E-4
3.19324	3.92E-5	3.97916E-4
3.19424	4.04E-5	4.34604E-4
3.19525	4.201E-5	4.10682E-4
3.19625	4.538E-5	4.34841E-4
3.19726	4.539E-5	4.34867E-4
3.19826	4.59E-5	4.28031E-4
3.19926	4.43E-5	4.26578E-4
3.20027	4.305E-5	4.04832E-4
3.20127	4.64E-5	4.45815E-4
3.20228	4.71E-5	4.59623E-4
3.20328	4.847E-5	4.77713E-4
3.20428	5.204E-5	5.2141E-4
3.20529	5.362E-5	5.35388E-4
3.20629	5.393E-5	5.16072E-4
3.2073	5.325E-5	6.45765E-4
3.2083	5.509E-5	0.00112
3.2093	5.528E-5	6.43319E-4
3.21031	5.286E-5	4.97435E-4
3.21131	5.134E-5	5.00359E-4
3.21232	5.136E-5	5.04271E-4
3.21332	5.374E-5	5.00492E-4
3.21432	5.655E-5	5.10001E-4
3.21533	5.444E-5	4.82027E-4
3.21633	5.604E-5	4.84531E-4
3.21734	5.594E-5	4.85843E-4
3.21834	5.601E-5	4.7432E-4
3.21934	5.493E-5	4.92535E-4
3.22035	5.61E-5	5.0044E-4
3.22135	5.67E-5	4.86966E-4
3.22236	5.692E-5	5.12673E-4
3.22336	5.806E-5	5.31899E-4
3.22436	5.976E-5	5.3614E-4
3.22537	6.143E-5	5.28584E-4
3.22637	6.102E-5	5.23726E-4
3.22738	6.071E-5	5.04569E-4
3.22838	6.039E-5	5.04696E-4
3.22938	6.43E-5	5.45882E-4
3.23039	6.29E-5	5.52812E-4
3.23139	6.186E-5	5.22959E-4
3.2324	6.106E-5	5.24683E-4
3.2334	6.358E-5	5.70856E-4
3.2344	6.648E-5	5.61291E-4
3.23541	6.783E-5	5.75863E-4
3.23641	6.624E-5	5.58424E-4
3.23742	6.749E-5	5.60804E-4
3.23842	6.873E-5	5.66049E-4
3.23942	7.106E-5	5.82454E-4
3.24043	7.34E-5	5.7365E-4
3.24143	7.298E-5	5.72232E-4
3.24244	7.2E-5	5.50597E-4
3.24344	7.357E-5	5.65271E-4
3.24444	7.534E-5	5.86743E-4
3.24545	7.779E-5	6.07117E-4
3.24645	7.553E-5	5.90661E-4
3.24746	7.883E-5	6.40469E-4
3.24846	7.875E-5	6.43469E-4
3.24946	7.939E-5	6.25566E-4
3.25047	8.107E-5	6.2477E-4
3.25147	8.076E-5	6.01478E-4
3.25248	8.12E-5	6.05471E-4
3.25348	8.232E-5	6.07798E-4
3.25448	8.352E-5	5.98816E-4
3.25549	8.368E-5	6.10949E-4
3.25649	8.353E-5	6.27312E-4
3.2575	8.418E-5	6.37849E-4
3.2585	8.429E-5	6.32955E-4
3.2595	8.718E-5	6.8372E-4
3.26051	8.885E-5	7.13129E-4
3.26151	8.559E-5	6.80184E-4
3.26252	8.675E-5	6.95739E-4
3.26352	8.717E-5	6.68497E-4
3.26452	8.927E-5	6.64897E-4
3.26553	9.033E-5	6.82277E-4
3.26653	9.102E-5	6.78414E-4
3.26754	9.385E-5	6.64842E-4
3.26854	9.379E-5	6.62156E-4
3.26954	9.476E-5	6.57632E-4
3.27055	9.766E-5	6.91835E-4
3.27155	9.917E-5	7.24109E-4
3.27256	9.811E-5	6.94497E-4
3.27356	9.788E-5	7.08177E-4
3.27456	1.0058E-4	7.9057E-4
3.27557	1.0272E-4	8.0456E-4
3.27657	1.0233E-4	7.24514E-4
3.27758	1.0443E-4	7.23812E-4
3.27858	1.0323E-4	7.21584E-4
3.27958	1.0373E-4	7.13833E-4
3.28059	1.0356E-4	7.32653E-4
3.28159	1.068E-4	7.72102E-4
3.2826	1.0829E-4	7.60416E-4
3.2836	1.0592E-4	7.45287E-4
3.2846	1.0881E-4	7.66282E-4
3.28561	1.1028E-4	7.92693E-4
3.28661	1.0854E-4	7.57432E-4
3.28762	1.1138E-4	7.58567E-4
3.28862	1.1443E-4	7.85189E-4
3.28962	1.1448E-4	7.80252E-4
3.29063	1.1477E-4	8.27363E-4
3.29163	1.1474E-4	8.23429E-4
3.29264	1.1623E-4	8.35119E-4
3.29364	1.1711E-4	8.29594E-4
3.29464	1.227E-4	8.33042E-4
3.29565	1.2035E-4	8.34837E-4
3.29665	1.216E-4	8.56076E-4
3.29766	1.233E-4	8.75952E-4
3.29866	1.2461E-4	8.5157E-4
3.29966	1.2484E-4	9.11463E-4
3.30067	1.2772E-4	9.07366E-4
3.30167	1.2744E-4	8.66587E-4
3.30268	1.2757E-4	8.65632E-4
3.30368	1.2786E-4	8.33628E-4
3.30468	1.2928E-4	8.46287E-4
3.30569	1.323E-4	8.51726E-4
3.30669	1.3333E-4	8.41242E-4
3.3077	1.2979E-4	8.2527E-4
3.3087	1.3318E-4	8.60488E-4
3.3097	1.3477E-4	8.42469E-4
3.31071	1.3559E-4	8.25339E-4
3.31171	1.3505E-4	8.29347E-4
3.31272	1.3182E-4	8.11072E-4
3.31372	1.351E-4	8.4524E-4
3.31472	1.3694E-4	8.89975E-4
3.31573	1.3746E-4	8.93396E-4
3.31673	1.3618E-4	8.98098E-4
3.31774	1.3505E-4	9.45484E-4
3.31874	1.3631E-4	9.2728E-4
3.31974	1.3354E-4	8.90747E-4
3.32075	1.3494E-4	9.00535E-4
3.32175	1.4092E-4	9.3489E-4
3.32276	1.4106E-4	9.37774E-4
3.32376	1.3818E-4	9.12448E-4
3.32476	1.4253E-4	9.67023E-4
3.32577	1.4676E-4	1E-3
3.32677	1.4963E-4	0.00103
3.32778	1.4821E-4	9.74243E-4
3.32878	1.5115E-4	9.6296E-4
3.32978	1.5203E-4	9.66939E-4
3.33079	1.534E-4	9.48983E-4
3.33179	1.5335E-4	9.49961E-4
3.3328	1.5462E-4	9.80763E-4
3.3338	1.5464E-4	0.00102
3.3348	1.5741E-4	0.00104
3.33581	1.5418E-4	0.00101
3.33681	1.5049E-4	9.83475E-4
3.33782	1.5078E-4	9.52445E-4
3.33882	1.559E-4	9.75593E-4
3.33982	1.5901E-4	9.96167E-4
3.34083	1.5995E-4	9.84004E-4
3.34183	1.5992E-4	0.00101
3.34284	1.6257E-4	0.00107
3.34384	1.6569E-4	0.00105
3.34484	1.6956E-4	0.00115
3.34585	1.6695E-4	0.0011
3.34685	1.6604E-4	0.00103
3.34786	1.6937E-4	0.00106
3.34886	1.6801E-4	0.00105
3.34986	1.6807E-4	0.00104
3.35087	1.6971E-4	0.00107
3.35187	1.7071E-4	0.00107
3.35288	1.6865E-4	0.00112
3.35388	1.6921E-4	0.00107
3.35488	1.7332E-4	0.00107
3.35589	1.7386E-4	0.0011
3.35689	1.7421E-4	0.00108
3.3579	1.7567E-4	0.00112
3.3589	1.7614E-4	0.00117
3.3599	1.7874E-4	0.00121
3.36091	1.7936E-4	0.00113
3.36191	1.7673E-4	0.00107
3.36292	1.7523E-4	0.0011
3.36392	1.7764E-4	0.00109
3.36492	1.8353E-4	0.00108
3.36593	1.8258E-4	0.00108
3.36693	1.8225E-4	0.00108
3.36794	1.8489E-4	0.00116
3.36894	1.8308E-4	0.00115
3.36994	1.8083E-4	0.00109
3.37095	1.8007E-4	0.0011
3.37195	1.8334E-4	0.00111
3.37296	1.8434E-4	0.00108
3.37396	1.8576E-4	0.00108
3.37496	1.8332E-4	0.00106
3.37597	1.8196E-4	0.00105
3.37697	1.8347E-4	0.00106
3.37798	1.8465E-4	0.00106
3.37898	1.848E-4	0.00109
3.37998	1.8553E-4	0.00115
3.38099	1.8889E-4	0.00116
3.38199	1.9212E-4	0.00113
3.383	1.878E-4	0.00116
3.384	1.904E-4	0.00115
3.385	1.9265E-4	0.00112
3.38601	1.9153E-4	0.0012
3.38701	1.9144E-4	0.00122
3.38802	1.9378E-4	0.0012
3.38902	1.9522E-4	0.00127
3.39002	1.9546E-4	0.0012
3.39103	1.8934E-4	0.00113
3.39203	1.8996E-4	0.00116
3.39304	1.9053E-4	0.00114
3.39404	1.8579E-4	0.00112
3.39504	1.8405E-4	0.00111
3.39605	1.8437E-4	0.0011
3.39705	1.9039E-4	0.00114
3.39806	1.8919E-4	0.00117
3.39906	1.9221E-4	0.00117
3.40006	1.9185E-4	0.00116
3.40107	1.9087E-4	0.00121
3.40207	1.9719E-4	0.00121
3.40308	1.9483E-4	0.00122
3.40408	1.936E-4	0.00121
3.40508	1.9305E-4	0.00117
3.40609	1.8894E-4	0.00116
3.40709	1.9154E-4	0.00112
3.4081	1.974E-4	0.00114
3.4091	2.01E-4	0.00116
3.4101	2.0326E-4	0.00124
3.41111	1.9752E-4	0.00123
3.41211	1.954E-4	0.00116
3.41312	1.9495E-4	0.00118
3.41412	2.0146E-4	0.00122
3.41512	2.0562E-4	0.00124
3.41613	2.0676E-4	0.00124
3.41713	2.0507E-4	0.00125
3.41814	2.0707E-4	0.00122
3.41914	2.0903E-4	0.00131
3.42014	2.102E-4	0.00126
3.42115	2.1044E-4	0.00117
3.42215	2.1253E-4	0.00121
3.42316	2.1148E-4	0.00121
3.42416	2.141E-4	0.00124
3.42516	2.1298E-4	0.00123
3.42617	2.1177E-4	0.00122
3.42717	2.1421E-4	0.00123
3.42818	2.1797E-4	0.00125
3.42918	2.1758E-4	0.00126
3.43018	2.1914E-4	0.00126
3.43119	2.1938E-4	0.00127
3.43219	2.1653E-4	0.00128
3.4332	2.1879E-4	0.0013
3.4342	2.1868E-4	0.00127
3.4352	2.2016E-4	0.00129
3.43621	2.1989E-4	0.00124
3.43721	2.2102E-4	0.00122
3.43822	2.2048E-4	0.00121
3.43922	2.2192E-4	0.00125
3.44022	2.2488E-4	0.00127
3.44123	2.2332E-4	0.00128
3.44223	2.2314E-4	0.00129
3.44324	2.1969E-4	0.00126
3.44424	2.2327E-4	0.00133
3.44524	2.2288E-4	0.00135
3.44625	2.1924E-4	0.00135
3.44725	2.1978E-4	0.00131
3.44826	2.2383E-4	0.00136
3.44926	2.2681E-4	0.00132
3.45026	2.2437E-4	0.00129
3.45127	2.2175E-4	0.00129
3.45227	2.2542E-4	0.00133
3.45328	2.2686E-4	0.00135
3.45428	2.2818E-4	0.0013
3.45528	2.2393E-4	0.00128
3.45629	2.245E-4	0.00124
3.45729	2.2764E-4	0.00127
3.4583	2.2876E-4	0.00127
3.4593	2.349E-4	0.00127
3.4603	2.3584E-4	0.00127
3.46131	2.3548E-4	0.00125
3.46231	2.3636E-4	0.00127
3.46332	2.3352E-4	0.00134
3.46432	2.3691E-4	0.00137
3.46532	2.3829E-4	0.00132
3.46633	2.3821E-4	0.00141
3.46733	2.4174E-4	0.00141
3.46834	2.4174E-4	0.00145
3.46934	2.3956E-4	0.0014
3.47034	2.3882E-4	0.00134
3.47135	2.4114E-4	0.00143
3.47235	2.425E-4	0.00146
3.47336	2.4066E-4	0.00143
3.47436	2.4346E-4	0.00143
3.47536	2.4506E-4	0.00147
3.47637	2.4917E-4	0.00142
3.47737	2.5038E-4	0.00149
3.47838	2.5009E-4	0.00138
3.47938	2.516E-4	0.00138
3.48038	2.5352E-4	0.00141
3.48139	2.5486E-4	0.00139
3.48239	2.5413E-4	0.00137
3.4834	2.5336E-4	0.00138
3.4844	2.5444E-4	0.00136
3.4854	2.6044E-4	0.00147
3.48641	2.6103E-4	0.00152
3.48741	2.6191E-4	0.00155
3.48842	2.5555E-4	0.00144
3.48942	2.5948E-4	0.00148
3.49042	2.6052E-4	0.00151
3.49143	2.6059E-4	0.00147
3.49243	2.6383E-4	0.0014
3.49344	2.6404E-4	0.00139
3.49444	2.6691E-4	0.00143
3.49544	2.6949E-4	0.00145
3.49645	2.6625E-4	0.00141
3.49745	2.6363E-4	0.00137
3.49846	2.677E-4	0.00137
3.49946	2.708E-4	0.00145
3.50046	2.7327E-4	0.00147
3.50147	2.718E-4	0.00144
3.50247	2.7087E-4	0.00147
3.50348	2.702E-4	0.00146
3.50448	2.6797E-4	0.00144
3.50548	2.6726E-4	0.00144
3.50649	2.6815E-4	0.00145
3.50749	2.6498E-4	0.00144
3.5085	2.691E-4	0.00151
3.5095	2.6752E-4	0.00147
3.5105	2.6909E-4	0.00147
3.51151	2.7042E-4	0.00147
3.51251	2.7414E-4	0.00142
3.51352	2.7524E-4	0.00141
3.51452	2.7972E-4	0.00143
3.51552	2.7867E-4	0.00143
3.51653	2.7185E-4	0.00144
3.51753	2.7061E-4	0.0015
3.51854	2.6853E-4	0.0015
3.51954	2.6954E-4	0.0015
3.52054	2.7377E-4	0.00149
3.52155	2.7487E-4	0.00165
3.52255	2.7492E-4	0.00166
3.52356	2.8188E-4	0.00163
3.52456	2.8039E-4	0.00165
3.52556	2.7742E-4	0.00157
3.52657	2.7874E-4	0.0016
3.52757	2.8392E-4	0.00165
3.52858	2.8513E-4	0.00155
3.52958	2.8278E-4	0.0015
3.53058	2.8227E-4	0.0015
3.53159	2.8363E-4	0.0015
3.53259	2.816E-4	0.00153
3.5336	2.8152E-4	0.00157
3.5346	2.8033E-4	0.00159
3.5356	2.7813E-4	0.00149
3.53661	2.8149E-4	0.00148
3.53761	2.8561E-4	0.00152
3.53862	2.8836E-4	0.00149
3.53962	2.895E-4	0.00148
3.54062	2.8763E-4	0.00148
3.54163	2.9425E-4	0.00154
3.54263	2.9947E-4	0.0016
3.54364	3.0253E-4	0.00168
3.54464	3.0002E-4	0.00167
3.54564	3.005E-4	0.0017
3.54665	2.982E-4	0.00165
3.54765	3.0063E-4	0.0016
3.54866	3.0572E-4	0.00159
3.54966	3.0639E-4	0.00157
3.55066	3.0435E-4	0.00162
3.55167	3.0611E-4	0.00164
3.55267	3.0932E-4	0.00171
3.55368	3.1228E-4	0.00182
3.55468	3.1565E-4	0.0018
3.55568	3.1637E-4	0.00173
3.55669	3.2266E-4	0.00169
3.55769	3.189E-4	0.00163
3.5587	3.2012E-4	0.00165
3.5597	3.2418E-4	0.00169
3.5607	3.3277E-4	0.00169
3.56171	3.3196E-4	0.00171
3.56271	3.2938E-4	0.00174
3.56372	3.3068E-4	0.00176
3.56472	3.3563E-4	0.00174
3.56572	3.3861E-4	0.00173
3.56673	3.3542E-4	0.00174
3.56773	3.3036E-4	0.00168
3.56874	3.2876E-4	0.00173
3.56974	3.2964E-4	0.00177
3.57074	3.3433E-4	0.00176
3.57175	3.3707E-4	0.00187
3.57275	3.3322E-4	0.0018
3.57376	3.3549E-4	0.0017
3.57476	3.4001E-4	0.00185
3.57576	3.4278E-4	0.00191
3.57677	3.5376E-4	0.00189
3.57777	3.5846E-4	0.00195
3.57878	3.516E-4	0.00194
3.57978	3.5217E-4	0.00194
3.58078	3.5523E-4	0.0021
3.58179	3.6862E-4	0.00219
3.58279	3.8456E-4	0.00363
3.5838	3.7039E-4	0.00227
3.5848	3.6001E-4	0.00212
3.5858	3.5813E-4	0.00205
3.58681	3.5344E-4	0.00196
3.58781	3.5137E-4	0.00201
3.58882	3.5384E-4	0.00196
3.58982	3.5993E-4	0.00199
3.59082	3.6634E-4	0.00201
3.59183	3.6978E-4	0.00214
3.59283	3.7213E-4	0.00199
3.59384	3.7355E-4	0.00215
3.59484	3.7274E-4	0.00224
3.59584	3.7429E-4	0.00203
3.59685	3.7471E-4	0.002
3.59785	3.7211E-4	0.00192
3.59886	3.7264E-4	0.00195
3.59986	3.7697E-4	0.00193
3.60086	3.7576E-4	0.00194
3.60187	3.8577E-4	0.00202
3.60287	3.7994E-4	0.00203
3.60388	3.8075E-4	0.00205
3.60488	3.8667E-4	0.00208
3.60588	3.8736E-4	0.00201
3.60689	3.8767E-4	0.00203
3.60789	3.8714E-4	0.00203
3.6089	3.8655E-4	0.00193
3.6099	3.9088E-4	0.00202
3.6109	3.9019E-4	0.002
3.61191	3.8973E-4	0.00217
3.61291	3.9011E-4	0.00216
3.61392	3.9342E-4	0.00194
3.61492	3.9566E-4	0.00191
3.61592	3.9374E-4	0.00186
3.61693	4.0003E-4	0.00199
3.61793	3.9806E-4	0.00203
3.61894	3.9192E-4	0.00212
3.61994	3.9412E-4	0.00229
3.62094	3.956E-4	0.00228
3.62195	3.9648E-4	0.0022
3.62295	3.9886E-4	0.00207
3.62396	4.0484E-4	0.00201
3.62496	4.0843E-4	0.00204
3.62596	4.0847E-4	0.0021
3.62697	4.1065E-4	0.00219
3.62797	4.1233E-4	0.00216
3.62898	4.0746E-4	0.00229
3.62998	4.0621E-4	0.00236
3.63098	4.062E-4	0.00224
3.63199	4.0415E-4	0.00223
3.63299	4.0215E-4	0.00211
3.634	3.9732E-4	0.00206
3.635	3.965E-4	0.00202
3.636	3.9582E-4	0.00208
3.63701	4.0301E-4	0.00212
3.63801	4.0925E-4	0.00224
3.63902	4.0734E-4	0.00215
3.64002	4.1355E-4	0.00217
3.64102	4.2151E-4	0.00224
3.64203	4.1775E-4	0.0022
3.64303	4.1752E-4	0.00227
3.64404	4.1678E-4	0.00217
3.64504	4.1602E-4	0.00215
3.64604	4.1179E-4	0.00207
3.64705	4.1844E-4	0.00219
3.64805	4.2216E-4	0.00206
3.64906	4.191E-4	0.00207
3.65006	4.1526E-4	0.00201
3.65106	4.1896E-4	0.00197
3.65207	4.1982E-4	0.00209
3.65307	4.1736E-4	0.00222
3.65408	4.2115E-4	0.00229
3.65508	4.1628E-4	0.00226
3.65608	4.1512E-4	0.00213
3.65709	4.1537E-4	0.00199
3.65809	4.1893E-4	0.0021
3.6591	4.1698E-4	0.00207
3.6601	4.208E-4	0.00208
3.6611	4.2026E-4	0.00226
3.66211	4.3108E-4	0.00234
3.66311	4.2765E-4	0.00229
3.66412	4.2639E-4	0.00239
3.66512	4.2691E-4	0.00224
3.66612	4.2637E-4	0.0021
3.66713	4.2897E-4	0.00218
3.66813	4.2807E-4	0.00218
3.66914	4.2763E-4	0.00213
3.67014	4.2778E-4	0.00222
3.67114	4.259E-4	0.0022
3.67215	4.318E-4	0.00225
3.67315	4.3474E-4	0.00225
3.67416	4.3683E-4	0.00235
3.67516	4.4118E-4	0.00231
3.67616	4.3903E-4	0.00234
3.67717	4.3781E-4	0.00226
3.67817	4.3943E-4	0.00229
3.67918	4.3815E-4	0.00238
3.68018	4.3796E-4	0.00226
3.68109	4.2656E-4	0.00224
3.68176	4.2551E-4	0.00223
3.68244	4.2656E-4	0.00224
3.68311	4.2656E-4	0.00218
3.68378	4.4208E-4	0.0023
3.68446	4.4208E-4	0.0023
3.68513	4.4663E-4	0.00227
3.68581	4.5033E-4	0.00223
3.68648	4.5098E-4	0.00237
3.68715	4.5098E-4	0.00243
3.68783	4.5213E-4	0.00229
3.6885	4.5213E-4	0.00228
3.68917	4.3665E-4	0.00233
3.68985	4.3665E-4	0.00223
3.69052	4.4911E-4	0.00228
3.6912	4.4911E-4	0.00229
3.69187	4.4911E-4	0.00236
3.69254	4.498E-4	0.00233
3.69322	4.498E-4	0.00228
3.69389	4.498E-4	0.00229
3.69456	4.4864E-4	0.0022
3.69524	4.4465E-4	0.0024
3.69591	4.397E-4	0.00228
3.69659	4.397E-4	0.00226
3.69726	4.2118E-4	0.00224
3.69793	4.13E-4	0.0023
3.69861	4.13E-4	0.00206
3.69928	4.2118E-4	0.00204
3.69996	4.3229E-4	0.00215
3.70063	4.3229E-4	0.00231
3.7013	4.3687E-4	0.00225
3.70198	4.4821E-4	0.00227
3.70265	4.4821E-4	0.00231
3.70332	4.4821E-4	0.00223
3.704	4.4821E-4	0.00231
3.70467	4.4613E-4	0.00223
3.70534	4.4613E-4	0.00223
3.70602	4.448E-4	0.00222
3.70669	4.3697E-4	0.00226
3.70737	4.3697E-4	0.00217
3.70804	4.4687E-4	0.00227
3.70871	4.4999E-4	0.00233
3.70939	4.4999E-4	0.00231
3.71006	4.5118E-4	0.00228
3.71073	4.4999E-4	0.00226
3.71141	4.4999E-4	0.00225
3.71208	4.5118E-4	0.00223
3.71276	4.6218E-4	0.00237
3.71343	4.624E-4	0.0023
3.7141	4.624E-4	0.00224
3.71478	4.624E-4	0.0024
3.71545	4.6218E-4	0.00226
3.71612	4.6181E-4	0.00233
3.7168	4.6181E-4	0.00237
3.71747	4.6181E-4	0.00224
3.71814	4.6016E-4	0.00229
3.71882	4.6016E-4	0.00236
3.71949	4.6482E-4	0.00233
3.72017	4.6693E-4	0.00234
3.72084	4.6738E-4	0.00279
3.72151	4.6892E-4	0.00237
3.72219	4.6892E-4	0.0023
3.72286	4.6693E-4	0.00233
3.72353	4.6861E-4	0.00231
3.72421	4.6861E-4	0.00229
3.72488	4.6449E-4	0.00235
3.72555	4.6823E-4	0.00235
3.72623	4.6861E-4	0.00232
3.7269	4.6823E-4	0.00227
3.72757	4.6598E-4	0.00233
3.72825	4.6823E-4	0.00233
3.72892	4.7929E-4	0.00232
3.7296	4.7645E-4	0.00242
3.73027	4.8557E-4	0.00239
3.73094	4.8557E-4	0.00237
3.73162	4.7645E-4	0.00251
3.73229	4.7339E-4	0.00232
3.73296	4.7212E-4	0.00232
3.73364	4.7059E-4	0.0023
3.73431	4.6845E-4	0.00227
3.73498	4.6845E-4	0.00228
3.73566	4.6845E-4	0.0023
3.73633	4.6906E-4	0.00238
3.737	4.7273E-4	0.00235
3.73768	4.8964E-4	0.00247
3.73835	4.9694E-4	0.00244
3.73902	5.108E-4	0.00253
3.7397	5.2851E-4	0.00256
3.74037	5.2854E-4	0.00256
3.74104	5.3558E-4	0.00258
3.74172	5.3558E-4	0.00261
3.74239	5.2854E-4	0.00266
3.74307	5.1805E-4	0.00257
3.74374	5.1805E-4	0.00258
3.74441	5.1101E-4	0.00243
3.74509	5.1101E-4	0.00249
3.74576	5.073E-4	0.00244
3.74643	5.0642E-4	0.00246
3.74711	5.058E-4	0.00246
3.74778	5.058E-4	0.00229
3.74845	4.986E-4	0.00238
3.74913	4.9203E-4	0.00238
3.7498	4.986E-4	0.00234
3.75047	4.9203E-4	0.00239
3.75115	4.8975E-4	0.00244
3.75182	4.8975E-4	0.00239
3.75249	4.9648E-4	0.00239
3.75317	4.8975E-4	0.00239
3.75384	4.9314E-4	0.00251
3.75451	4.9314E-4	0.00233
3.75519	4.8294E-4	0.00235
3.75586	4.8294E-4	0.00233
3.75653	4.8595E-4	0.00227
3.75721	4.8595E-4	0.00253
3.75788	4.868E-4	0.00238
3.75855	4.9073E-4	0.00238
3.75923	4.9073E-4	0.0024
3.7599	4.9073E-4	0.00242
3.76057	4.9125E-4	0.00235
3.76125	4.9125E-4	0.00238
3.76192	4.9125E-4	0.00232
3.76259	4.8769E-4	0.00234
3.76327	4.8171E-4	0.00231
3.76394	4.8171E-4	0.00234
3.76461	4.8196E-4	0.00239
3.76529	4.8109E-4	0.0025
3.76596	4.8109E-4	0.00237
3.76663	4.8112E-4	0.00237
3.76731	4.8112E-4	0.00232
3.76798	4.7821E-4	0.00231
3.76865	4.7821E-4	0.00244
3.76933	4.8112E-4	0.00237
3.77	4.7743E-4	0.00236
3.77067	4.7743E-4	0.00236
3.77134	4.9073E-4	0.0023
3.77202	4.9229E-4	0.00227
3.77269	4.9406E-4	0.00238
3.77336	4.9406E-4	0.0023
3.77404	4.9464E-4	0.00232
3.77471	4.9971E-4	0.00238
3.77538	4.9971E-4	0.00233
3.77606	4.9304E-4	0.0024
3.77673	4.9261E-4	0.0024
3.7774	4.8698E-4	0.00236
3.77808	4.8698E-4	0.00243
3.77875	4.903E-4	0.00233
3.77942	4.903E-4	0.00235
3.7801	4.8852E-4	0.00239
3.78077	4.8852E-4	0.00238
3.78144	4.8766E-4	0.00235
3.78212	4.8766E-4	0.00234
3.78279	4.8852E-4	0.00246
3.78346	4.9947E-4	0.00248
3.78413	4.9947E-4	0.00244
3.78481	4.9947E-4	0.00234
3.78548	4.9947E-4	0.00277
3.78615	4.9947E-4	0.00241
3.78683	4.9435E-4	0.00242
3.7875	5.0554E-4	0.00233
3.78817	5.0556E-4	0.00233
3.78885	5.0554E-4	0.00251
3.78952	5.0971E-4	0.00234
3.79019	5.0971E-4	0.00233
3.79087	4.947E-4	0.00233
3.79154	4.947E-4	0.00227
3.79221	5.0123E-4	0.00231
3.79289	5.0123E-4	0.00239
3.79356	5.0123E-4	0.00235
3.79423	5.0146E-4	0.00243
3.7949	5.0123E-4	0.00235
3.79558	4.9883E-4	0.0024
3.79625	4.9417E-4	0.00238
3.79692	4.9417E-4	0.00245
3.7976	4.9417E-4	0.00235
3.79827	4.9417E-4	0.00238
3.79894	4.9417E-4	0.00238
3.79962	4.9574E-4	0.00225
3.80029	4.9644E-4	0.00239
3.80096	4.9574E-4	0.00235
3.80163	4.9644E-4	0.0024
3.80231	4.9691E-4	0.00358
3.80298	4.9691E-4	0.00236
3.80365	5.0088E-4	0.00229
3.80433	5.0088E-4	0.00239
3.805	5.0369E-4	0.0023
3.80567	5.0592E-4	0.00231
3.80635	5.0592E-4	0.00244
3.80702	5.0567E-4	0.00229
3.80769	5.0567E-4	0.00242
3.80836	5.0567E-4	0.00232
3.80904	5.0567E-4	0.00237
3.80971	5.0457E-4	0.00234
3.81038	5.0457E-4	0.0024
3.81106	5.0621E-4	0.00233
3.81173	5.0047E-4	0.00232
3.8124	5.0047E-4	0.00238
3.81307	5.0047E-4	0.00236
3.81375	5.0621E-4	-NaN
3.81442	5.0047E-4	-NaN
3.91669	5.4008E-4	-NaN
3.91736	5.5241E-4	-NaN
3.91804	5.4383E-4	0.00243
3.91871	5.444E-4	0.00251
3.91938	5.4383E-4	0.00249
3.92005	5.444E-4	0.00258
3.92072	5.4383E-4	0.00253
3.92139	5.4374E-4	0.00256
3.92206	5.4172E-4	0.00249
3.92274	5.4143E-4	0.00249
3.92341	5.3782E-4	0.0025
3.92408	5.3782E-4	0.00247
3.92475	5.3782E-4	0.00253
3.92542	5.3782E-4	0.0025
3.92609	5.418E-4	0.00255
3.92677	5.418E-4	0.00259
3.92744	5.418E-4	0.00258
3.92811	5.418E-4	0.00254
3.92878	5.418E-4	0.00253
3.92945	5.4484E-4	0.00265
3.93012	5.4484E-4	0.00256
3.93079	5.4484E-4	0.00265
3.93147	5.4224E-4	0.00254
3.93214	5.4186E-4	0.00247
3.93281	5.3104E-4	0.00254
3.93348	5.3104E-4	0.00248
3.93415	5.3104E-4	0.00245
3.93482	5.2296E-4	0.00252
3.93549	5.3104E-4	0.00253
3.93617	5.36E-4	0.0025
3.93684	5.2776E-4	0.00257
3.93751	5.3096E-4	0.00261
3.93818	5.36E-4	0.00258
3.93885	5.3846E-4	0.00259
3.93952	5.3846E-4	0.00251
3.94019	5.4093E-4	0.00261
3.94087	5.4093E-4	0.00261
3.94154	5.4093E-4	0.00252
3.94221	5.368E-4	0.00246
3.94288	5.368E-4	0.00248
3.94355	5.368E-4	0.00252
3.94422	5.418E-4	0.00258
3.94489	5.5021E-4	0.00254
3.94556	5.5326E-4	0.00261
3.94624	5.5326E-4	0.00259
3.94691	5.5326E-4	0.00264
3.94758	5.4993E-4	0.00266
3.94825	5.4872E-4	0.00263
3.94892	5.4228E-4	0.00259
3.94959	5.4054E-4	0.0026
3.95026	5.3068E-4	0.00256
3.95093	5.3068E-4	0.00251
3.95161	5.3068E-4	0.00242
3.95228	5.4152E-4	0.0025
3.95295	5.4277E-4	0.00262
3.95362	5.4277E-4	0.00262
3.95429	5.4292E-4	0.00255
3.95496	5.4292E-4	0.00259
3.95563	5.4566E-4	0.00256
3.9563	5.4292E-4	0.00264
3.95698	5.4566E-4	0.00259
3.95765	5.4566E-4	0.00262
3.95832	5.4566E-4	0.00266
3.95899	5.4536E-4	0.00263
3.95966	5.4707E-4	0.00261
3.96033	5.4707E-4	0.00262
3.961	5.4799E-4	0.00264
3.96167	5.4799E-4	0.00263
3.96234	5.4799E-4	0.00267
3.96302	5.4799E-4	0.00255
3.96369	5.4682E-4	0.00262
3.96436	5.4682E-4	0.00255
3.96503	5.4682E-4	0.00264
3.9657	5.4763E-4	0.00259
