Wavmic	FluxJy	errFluxJy
4.49021	4.7535E-4	0.00328
4.49088	4.8695E-4	0.00322
4.49154	4.8695E-4	0.00335
4.49221	4.8695E-4	0.00333
4.49287	4.8512E-4	0.00333
4.49354	4.7957E-4	0.00333
4.49421	4.7015E-4	0.00337
4.49487	4.7015E-4	0.00317
4.49554	4.6978E-4	0.0032
4.4962	4.6978E-4	0.00335
4.49687	4.7314E-4	0.00324
4.49753	4.9201E-4	0.0034
4.4982	4.9201E-4	0.00331
4.49886	4.9201E-4	0.00334
4.49953	4.9196E-4	0.00341
4.50019	4.794E-4	0.00329
4.50086	4.794E-4	0.0034
4.50153	4.794E-4	0.00325
4.50219	5.0217E-4	0.00326
4.50286	5.0523E-4	0.00354
4.50352	5.0523E-4	0.00346
4.50419	5.0523E-4	0.00339
4.50485	4.6337E-4	0.00329
4.50552	4.6337E-4	0.00311
4.50618	4.6337E-4	0.00306
4.50685	4.7593E-4	0.00337
4.50751	4.7691E-4	0.00321
4.50818	4.8425E-4	0.00325
4.50885	4.9E-4	0.00326
4.50951	4.9E-4	0.0033
4.51018	4.9E-4	0.00324
4.51081	4.7302E-4	0.00316
4.51147	4.6443E-4	0.0031
4.51214	4.6299E-4	0.00311
4.5128	4.6299E-4	0.00312
4.51347	4.7302E-4	0.00319
4.51414	4.8799E-4	0.00326
4.5148	4.8799E-4	0.00329
4.51547	4.8799E-4	0.00313
4.51613	4.8525E-4	0.00325
4.5168	4.8393E-4	0.00323
4.51746	4.8087E-4	0.00314
4.51813	4.8025E-4	0.00311
4.51879	4.8025E-4	0.00314
4.51946	4.6982E-4	0.00321
4.52012	4.6956E-4	0.00303
4.52079	4.6216E-4	0.00306
4.52145	4.6216E-4	0.00313
4.52212	4.6956E-4	0.00319
4.52278	4.8342E-4	0.00322
4.52345	4.8342E-4	0.00331
4.52411	4.8342E-4	0.00329
4.52478	4.7376E-4	0.00322
4.52544	4.6897E-4	0.00315
4.52611	4.6427E-4	0.0033
4.52677	4.5772E-4	0.00324
4.52744	4.6427E-4	0.00331
4.5281	4.6427E-4	0.0032
4.52877	4.6497E-4	0.00326
4.52944	4.9683E-4	0.00331
4.5301	4.9683E-4	0.0034
4.53077	4.9683E-4	0.00343
4.53143	4.7E-4	0.00344
4.5321	4.6183E-4	0.00324
4.53276	4.6183E-4	0.00319
4.53343	4.6183E-4	0.00323
4.53409	4.6465E-4	0.00329
4.53476	4.8379E-4	0.00342
4.53542	4.95E-4	0.00332
4.53609	5.083E-4	0.00343
4.53675	5.083E-4	0.00344
4.53742	5.083E-4	0.00345
4.53808	4.8213E-4	0.00346
4.53875	4.8213E-4	0.0033
4.53941	4.8213E-4	0.00325
4.54008	4.9251E-4	0.00346
4.54074	4.9251E-4	0.00364
4.54141	4.9251E-4	0.00334
4.54207	4.9069E-4	0.01318
4.54274	4.8886E-4	0.01852
4.5434	4.8704E-4	0.01636
4.54407	4.8522E-4	0.00338
4.54473	4.6544E-4	0.00333
4.5454	4.6353E-4	0.00342
4.54606	4.6353E-4	0.00324
4.54673	4.6544E-4	0.00491
4.54739	4.7734E-4	0.00342
4.54806	4.9794E-4	0.00342
4.54872	4.9794E-4	0.00358
4.54939	4.9794E-4	0.00356
4.55005	4.8276E-4	0.00345
4.55068	4.6886E-4	0.00352
4.55135	4.6676E-4	0.00338
4.55201	4.6676E-4	0.00323
4.55268	4.6676E-4	0.00349
4.55334	4.941E-4	0.00363
4.55401	4.9532E-4	0.0034
4.55467	4.9904E-4	0.00338
4.55534	4.9904E-4	0.00361
4.556	4.9532E-4	0.0035
4.55667	4.8405E-4	0.00354
4.55733	4.8066E-4	0.0033
4.558	4.6748E-4	0.00348
4.55866	4.8066E-4	0.00351
4.55933	4.8405E-4	0.00353
4.55999	4.8463E-4	0.00339
4.56066	4.8463E-4	0.00366
4.56132	4.8463E-4	0.00354
4.56198	4.7806E-4	0.00361
4.56265	4.7633E-4	0.0033
4.56331	4.7633E-4	0.00347
4.56398	4.6357E-4	0.00347
4.56464	4.6408E-4	0.00356
4.56531	4.6408E-4	0.00345
4.56597	4.6408E-4	0.00353
4.56664	4.6408E-4	0.00332
4.5673	4.685E-4	0.00344
4.56797	4.7062E-4	0.00352
4.56863	4.7062E-4	0.00353
4.5693	4.7773E-4	0.00343
4.56996	4.8316E-4	0.00355
4.57063	4.7773E-4	0.00359
4.57129	4.7773E-4	0.00343
4.57195	4.7773E-4	0.00337
4.57262	4.7445E-4	0.00344
4.57328	4.7445E-4	0.0035
4.57395	4.68E-4	0.00338
4.57461	4.6464E-4	0.00347
4.57528	4.68E-4	0.00334
4.57594	4.8222E-4	0.00314
4.57661	4.8222E-4	0.00356
4.57727	4.9012E-4	0.00343
4.57794	4.9012E-4	0.00345
4.5786	4.9012E-4	0.00351
4.57926	4.4585E-4	0.00347
4.57993	4.4585E-4	0.00318
4.58059	4.4585E-4	0.00331
4.58126	4.5248E-4	0.00322
4.58192	4.5248E-4	0.00335
4.58259	4.6329E-4	0.0033
4.58325	4.6329E-4	0.00318
4.58392	4.5009E-4	0.00342
4.58458	4.5009E-4	0.00343
4.58525	4.5009E-4	0.00327
4.58591	4.3895E-4	0.00337
4.58657	4.3446E-4	0.00315
4.58724	4.3446E-4	0.00354
4.5879	4.2244E-4	0.00333
4.58857	4.1869E-4	0.00317
4.58923	4.1869E-4	0.00322
4.5899	4.1869E-4	0.00322
4.59056	4.3137E-4	0.00319
4.59122	4.4713E-4	0.00333
4.59186	4.5177E-4	0.00335
4.59252	4.5177E-4	0.00336
4.59318	4.5177E-4	0.00321
4.59385	4.3007E-4	0.00321
4.59451	4.1358E-4	0.00323
4.59518	4.1111E-4	0.00308
4.59584	4.1111E-4	0.00303
4.59651	4.1111E-4	0.00322
4.59717	4.4353E-4	0.00322
4.59784	4.4353E-4	0.0032
4.5985	4.4353E-4	0.0034
4.59916	4.3936E-4	0.00322
4.59983	4.3936E-4	0.00332
4.60049	4.3679E-4	0.0033
4.60116	4.2556E-4	0.0032
4.60182	4.2299E-4	0.00329
4.60249	4.2299E-4	0.00359
4.60315	4.1885E-4	0.00327
4.60381	4.2299E-4	0.00315
4.60448	4.2326E-4	0.00331
4.60514	4.3977E-4	0.00347
4.60581	4.4211E-4	0.00338
4.60647	4.4211E-4	0.0033
4.60713	4.4211E-4	0.00343
4.6078	4.1793E-4	0.00342
4.60846	3.9457E-4	0.00327
4.60913	3.9457E-4	0.00318
4.60979	3.9457E-4	0.0032
4.61045	4.1685E-4	0.00325
4.61112	4.3813E-4	0.00332
4.61178	4.3813E-4	0.00351
4.61245	4.3813E-4	0.00336
4.61311	4.3235E-4	0.00333
4.61378	4.2768E-4	0.00437
4.61444	4.1911E-4	0.00351
4.6151	4.1789E-4	0.00344
4.61577	4.1316E-4	0.00328
4.61643	4.1316E-4	0.00323
4.6171	4.1694E-4	0.00344
4.61776	4.1694E-4	0.00335
4.61842	4.296E-4	0.00334
4.61909	4.296E-4	0.00335
4.61975	4.296E-4	0.00345
4.62042	4.296E-4	0.00337
4.62108	4.2884E-4	0.00347
4.62174	4.2884E-4	0.00351
4.62241	4.3726E-4	0.00342
4.62307	4.3999E-4	0.00337
4.62374	4.3999E-4	0.00338
4.6244	4.3999E-4	0.00352
4.62506	4.2052E-4	0.00349
4.62573	4.2052E-4	0.00323
4.62639	4.2052E-4	0.00346
4.62702	4.4232E-4	0.00347
4.62769	4.564E-4	0.00353
4.62835	4.564E-4	0.00379
4.62901	4.564E-4	0.00348
4.62968	4.3815E-4	0.00348
4.63034	4.3815E-4	0.00333
4.63101	4.3815E-4	0.00341
4.63167	4.4336E-4	0.00353
4.63233	4.4336E-4	0.00358
4.633	4.4336E-4	0.00373
4.63366	4.4336E-4	0.00346
4.63433	4.4336E-4	0.00375
4.63499	4.519E-4	0.00355
4.63565	4.519E-4	0.00374
4.63632	4.519E-4	0.00367
4.63698	4.519E-4	0.0035
4.63764	4.519E-4	0.00363
4.63831	4.4449E-4	0.00377
4.63897	4.5663E-4	0.00367
4.63964	4.5663E-4	0.00588
4.6403	4.5663E-4	0.00574
4.64096	4.5663E-4	0.0071
4.64163	4.5663E-4	0.00373
4.64229	4.5698E-4	0.00364
4.64295	4.5819E-4	0.0038
4.64362	4.5819E-4	0.00361
4.64428	4.5978E-4	0.00344
4.64495	4.5978E-4	0.00369
4.64561	4.6105E-4	0.00361
4.64627	4.6327E-4	0.00366
4.64694	4.6733E-4	0.00368
4.6476	4.6733E-4	0.00369
4.64826	4.6733E-4	0.00374
4.64893	4.6733E-4	0.0036
4.64959	4.7337E-4	0.00363
4.65025	4.7693E-4	0.00366
4.65092	4.8494E-4	0.00387
4.65158	4.8494E-4	0.00382
4.65224	4.8494E-4	0.00382
4.65291	4.7893E-4	0.00357
4.65357	4.7057E-4	0.00377
4.65424	4.7057E-4	0.00383
4.6549	4.7057E-4	0.00369
4.65556	4.7057E-4	0.00384
4.65623	4.4889E-4	0.00365
4.65689	4.2898E-4	0.00349
4.65755	4.0143E-4	0.00353
4.65822	3.8845E-4	0.00346
4.65888	3.653E-4	0.00319
4.65954	3.3963E-4	0.00297
4.66021	3.1284E-4	0.00317
4.66087	2.939E-4	0.00283
4.66153	2.852E-4	0.0028
4.6622	2.6872E-4	0.00285
4.66286	2.4795E-4	0.0026
4.66353	2.3007E-4	0.00261
4.66419	2.017E-4	0.00259
4.66482	1.8317E-4	0.00223
4.66548	1.6417E-4	0.00201
4.66615	1.2569E-4	0.0019
4.66681	9.924E-5	0.00208
4.66747	6.89E-5	0.00162
4.66814	5.387E-5	0.00151
4.6688	4.131E-5	0.00151
4.66946	2.709E-5	0.00127
4.67013	2.582E-5	0.00147
4.67079	1.338E-5	0.00108
4.67145	1.259E-5	0.00146
4.67212	1.134E-5	0.0014
4.67278	1.134E-5	0.0014
4.67344	1.096E-5	0.00122
4.67411	1.096E-5	0.00118
4.67477	1.096E-5	0.0012
4.67543	1.141E-5	0.00118
4.6761	1.147E-5	0.0016
4.67676	2.941E-5	0.00137
4.67742	4.195E-5	0.0018
4.67809	5.313E-5	0.00175
4.67875	7.283E-5	0.00176
4.67941	8.024E-5	0.002
4.68008	9.462E-5	0.00246
4.68074	1.0343E-4	0.00203
4.6814	1.1756E-4	0.00223
4.68207	1.2372E-4	0.002
4.68273	1.3995E-4	0.00211
4.68339	1.5606E-4	0.00245
4.68406	1.7536E-4	0.00238
4.68472	1.8413E-4	0.00284
4.68538	1.8633E-4	0.00241
4.68604	2.1308E-4	0.00273
4.68671	2.3704E-4	0.00273
4.68737	2.4773E-4	0.00292
4.68803	2.5327E-4	0.00287
4.6887	2.5591E-4	0.00306
4.68936	2.7578E-4	0.00296
4.69002	2.7669E-4	0.00306
4.69069	2.7847E-4	0.00283
4.69135	2.7972E-4	0.00288
4.69201	2.8337E-4	0.00297
4.69268	3.2614E-4	0.00323
4.69334	3.3614E-4	0.0032
4.694	3.51E-4	0.00352
4.69466	3.51E-4	0.00321
4.69529	3.6544E-4	0.00315
4.69596	3.6544E-4	0.00338
4.69662	3.7935E-4	0.00348
4.69728	3.8461E-4	0.00349
4.69795	3.8461E-4	0.00342
4.69861	3.8461E-4	0.00335
4.69927	3.8461E-4	0.00349
4.69994	3.8461E-4	0.00339
4.7006	4.0852E-4	0.00347
4.70126	4.1408E-4	0.00367
4.70192	4.2718E-4	0.00352
4.70259	4.2852E-4	0.00356
4.70325	4.2852E-4	0.00351
4.70391	4.2852E-4	0.00359
4.70458	4.5408E-4	0.0038
4.70524	4.5939E-4	0.00379
4.7059	4.5939E-4	0.00364
4.70656	4.5939E-4	0.00396
4.70723	4.5934E-4	0.00356
4.70789	4.5732E-4	0.00363
4.70855	4.5732E-4	0.00356
4.70922	4.5732E-4	0.00359
4.70988	4.6413E-4	0.00399
4.71054	4.7484E-4	0.00381
4.7112	4.7618E-4	0.00379
4.71187	4.7484E-4	0.00385
4.71253	4.7614E-4	0.00369
4.71319	4.7614E-4	0.00377
4.71386	4.7614E-4	0.00383
4.71452	4.7614E-4	0.00348
4.71518	4.8754E-4	0.00383
4.71584	4.8754E-4	0.00366
4.71651	4.8754E-4	0.00381
4.71717	4.659E-4	0.00367
4.71783	4.6377E-4	0.0038
4.7185	4.6377E-4	0.00375
4.71916	4.6377E-4	0.00363
4.71982	4.6484E-4	0.00379
4.72048	4.8913E-4	0.00369
4.72115	4.9381E-4	0.00379
4.72181	4.9523E-4	0.00382
4.72247	5.0387E-4	0.00378
4.72313	5.0387E-4	0.00386
4.7238	5.1144E-4	0.00395
4.72446	5.1144E-4	0.00371
4.72512	5.032E-4	0.00395
4.72579	4.9414E-4	0.00382
4.72645	4.8309E-4	0.0036
4.72711	4.8309E-4	0.00365
4.72777	4.8309E-4	0.00365
4.72844	4.9824E-4	0.00375
4.7291	5.0525E-4	0.00376
4.72976	5.0525E-4	0.00379
4.73039	5.0898E-4	0.00379
4.73105	5.0898E-4	0.00374
4.73172	5.0513E-4	0.00379
4.73238	5.0049E-4	0.00362
4.73304	4.7868E-4	0.00365
4.7337	4.6657E-4	0.00353
4.73437	4.6657E-4	0.00365
4.73503	4.6657E-4	0.00355
4.73569	4.9883E-4	0.00372
4.73635	5.0357E-4	0.00389
4.73702	5.0357E-4	0.00391
4.73768	5.0151E-4	0.00371
4.73834	5.0151E-4	0.00369
4.739	4.9129E-4	0.00361
4.73967	4.9129E-4	0.00368
4.74033	4.921E-4	0.00379
4.74099	4.9129E-4	0.00379
4.74165	4.921E-4	0.00385
4.74232	4.9538E-4	0.00354
4.74298	5.036E-4	0.00388
4.74364	5.036E-4	0.00395
4.7443	5.0769E-4	0.00398
4.74496	5.0769E-4	0.0043
4.74563	5.054E-4	0.00686
4.74629	5.054E-4	0.00448
4.74695	5.0594E-4	0.00395
4.74761	5.0594E-4	0.00404
4.74828	5.1408E-4	0.00396
4.74894	5.1408E-4	0.004
4.7496	5.1408E-4	0.004
4.75026	5.1329E-4	0.00403
4.75093	5.0218E-4	0.00397
4.75159	5.0218E-4	0.00388
4.75225	5.0218E-4	0.00399
4.75291	5.0339E-4	0.00387
4.75358	5.0339E-4	0.00405
4.75424	5.0339E-4	0.00403
4.7549	5.0339E-4	0.00375
4.75556	5.0339E-4	0.00381
4.75622	4.9606E-4	0.00405
4.75689	5.0695E-4	0.00403
4.75755	5.0715E-4	0.00394
4.75818	5.0695E-4	0.00398
4.75884	5.0695E-4	0.00413
4.7595	5.0695E-4	0.004
4.76016	5.1548E-4	0.0041
4.76083	5.0685E-4	0.00395
4.76149	5.0819E-4	0.00418
4.76215	5.0685E-4	0.00403
4.76281	5.0594E-4	0.00399
4.76347	4.9258E-4	0.00409
4.76414	4.9258E-4	0.00396
4.7648	4.9258E-4	0.00436
4.76546	4.9702E-4	0.00415
4.76612	5.0552E-4	0.00396
4.76679	5.0552E-4	0.00411
4.76745	5.1788E-4	0.0041
4.76811	5.1852E-4	0.00396
4.76877	5.1912E-4	0.00405
4.76943	5.1852E-4	0.00413
4.7701	5.2071E-4	0.00426
4.77076	5.1852E-4	0.00404
4.77142	5.1034E-4	0.00413
4.77208	4.9892E-4	0.0042
4.77274	4.9585E-4	0.00399
4.77341	4.9443E-4	0.00423
4.77407	4.9309E-4	0.00395
4.77473	4.905E-4	0.00384
4.77539	4.9309E-4	0.00392
4.77605	4.905E-4	0.004
4.77672	4.905E-4	0.00393
4.77738	4.8822E-4	0.00387
4.77804	4.785E-4	0.00399
4.7787	4.6975E-4	0.00382
4.77936	4.5851E-4	0.00385
4.78003	4.5851E-4	0.00381
4.78069	4.6975E-4	0.00378
4.78135	4.9257E-4	0.00405
4.78201	4.9687E-4	0.004
4.78267	4.9687E-4	0.00419
4.78333	5.0412E-4	0.00388
4.784	5.0529E-4	0.00364
4.78466	4.9687E-4	0.00389
4.78532	4.8709E-4	0.00382
4.78598	4.8228E-4	0.00371
4.78664	4.8228E-4	0.00378
4.78731	4.8228E-4	0.00383
4.78797	4.8233E-4	0.0037
4.78863	4.9718E-4	0.00382
4.78929	5.2686E-4	0.00407
4.78995	5.3597E-4	0.00377
4.79061	5.3597E-4	0.00404
4.79124	5.2686E-4	0.00421
4.7919	5.1473E-4	0.00369
4.79257	4.9644E-4	0.00385
4.79323	4.8688E-4	0.00402
4.79389	4.8688E-4	0.00371
4.79455	4.8688E-4	0.00379
4.79521	4.8688E-4	0.00393
4.79587	4.9779E-4	0.00399
4.79654	4.9968E-4	0.00433
4.7972	5.2968E-4	0.00416
4.79786	5.4604E-4	0.00406
4.79852	5.4604E-4	0.00416
4.79918	5.4604E-4	0.00437
4.79984	5.3872E-4	0.00418
4.80051	5.0035E-4	0.00406
4.80117	4.9965E-4	0.00401
4.80183	4.9448E-4	0.00406
4.80249	4.9448E-4	0.00408
4.80315	4.9965E-4	0.0041
4.80381	5.1439E-4	0.00404
4.80448	5.1912E-4	0.00407
4.80514	5.2305E-4	0.00415
4.8058	5.2819E-4	0.00439
4.80646	5.2935E-4	0.00435
4.80712	5.3673E-4	0.00429
4.80778	5.3673E-4	0.00442
4.80845	5.3673E-4	0.00444
4.80911	5.2475E-4	0.00413
4.80977	5.2428E-4	0.0041
4.81043	5.2428E-4	0.00436
4.81109	5.2428E-4	0.00422
4.81175	5.2078E-4	0.00441
4.81241	5.0847E-4	0.00418
4.81308	4.99E-4	0.00411
4.81374	4.99E-4	0.00393
4.8144	4.99E-4	0.00466
4.81506	5.1217E-4	0.00407
4.81572	5.2241E-4	0.00415
4.81638	5.2672E-4	0.00438
4.81701	5.3316E-4	0.00433
4.81767	5.3316E-4	0.00439
4.81833	5.2972E-4	0.00432
4.819	5.3316E-4	0.00438
4.81966	5.3316E-4	0.0042
4.82032	5.3713E-4	0.00443
4.82098	5.4398E-4	0.00438
4.82164	5.4398E-4	0.00444
4.8223	5.4398E-4	0.00439
4.82296	5.3055E-4	0.00424
4.82362	5.2105E-4	0.00424
4.82429	5.2105E-4	0.00417
4.82495	5.2105E-4	0.0043
4.82561	5.3764E-4	0.00436
4.82627	5.3764E-4	0.00439
4.82693	5.3764E-4	0.00413
4.82759	5.3764E-4	0.00427
4.82825	5.3337E-4	0.00424
4.82891	5.3337E-4	0.00449
4.82958	5.3593E-4	0.00434
4.83024	5.3593E-4	0.00411
4.8309	5.3337E-4	0.00439
4.83156	5.3029E-4	0.00426
4.83222	5.214E-4	0.00428
4.83288	5.1679E-4	0.00434
4.83354	5.1679E-4	0.00415
4.8342	5.1679E-4	0.00384
4.83487	5.3757E-4	0.00424
4.83553	5.3944E-4	0.00426
4.83619	5.4257E-4	0.00436
4.83685	5.4257E-4	0.00425
4.83751	5.4257E-4	0.00424
4.83817	5.4257E-4	0.00407
4.83883	5.4257E-4	0.00431
4.83949	5.4251E-4	0.00413
4.84015	5.4251E-4	0.00445
4.84082	5.4042E-4	0.00413
4.84148	5.3597E-4	0.00419
4.84214	5.3415E-4	0.00418
4.8428	5.3415E-4	0.00427
4.84346	5.1383E-4	0.00393
4.84412	5.1383E-4	0.00408
4.84478	5.1383E-4	0.00398
4.84544	5.2503E-4	0.00392
4.8461	5.2503E-4	0.00429
4.84676	5.2503E-4	0.00428
4.84743	5.2309E-4	0.00403
4.84805	5.1917E-4	0.00396
4.84871	5.1917E-4	0.00384
4.84938	5.2309E-4	0.00394
4.85004	5.326E-4	0.0042
4.8507	5.4016E-4	0.00422
4.85136	5.4016E-4	0.00423
4.85202	5.4016E-4	0.00438
4.85268	5.3356E-4	0.00427
4.85334	5.209E-4	0.00405
4.854	5.1441E-4	0.00413
4.85466	5.1441E-4	0.00431
4.85532	5.1441E-4	0.00423
4.85598	5.1977E-4	0.00422
4.85665	5.2014E-4	0.00408
4.85731	5.2485E-4	0.00429
4.85797	5.4604E-4	0.00426
4.85863	5.4637E-4	0.00425
4.85929	5.5382E-4	0.00438
4.85995	5.4637E-4	0.00442
4.86061	5.4604E-4	0.00441
4.86127	5.4532E-4	0.00439
4.86193	5.3882E-4	0.00417
4.86259	5.3074E-4	0.00431
4.86325	5.1701E-4	0.00418
4.86391	5.0916E-4	0.00424
4.86457	5.042E-4	0.00414
4.86523	5.042E-4	0.00458
4.8659	5.0916E-4	0.00428
4.86656	5.2444E-4	0.00425
4.86722	5.3817E-4	0.00432
4.86788	5.3872E-4	0.00449
4.86854	5.4164E-4	0.00442
4.8692	5.4164E-4	0.00444
4.86986	5.3817E-4	0.00442
4.87052	5.2385E-4	0.00436
4.87115	4.8114E-4	0.00549
4.87181	4.8114E-4	0.00527
4.87247	4.8114E-4	0.00549
4.87313	4.8465E-4	0.00428
4.87379	4.9198E-4	0.00445
4.87445	4.9198E-4	0.00421
4.87511	4.8465E-4	0.00428
4.87577	4.8465E-4	0.00417
4.87643	4.8531E-4	0.00405
4.87709	4.8531E-4	0.00408
4.87775	5.1727E-4	0.00439
4.87841	5.278E-4	0.00446
4.87907	5.2798E-4	0.00454
4.87974	5.2798E-4	0.00433
4.8804	5.2798E-4	0.00426
4.88106	5.2798E-4	0.00426
4.88172	5.2123E-4	0.00428
4.88238	5.2113E-4	0.00443
4.88304	5.2113E-4	0.00434
4.8837	5.0711E-4	0.00441
4.88436	5.0711E-4	0.00427
4.88502	5.0688E-4	0.00438
4.88568	5.0191E-4	0.00411
4.88634	5.0191E-4	0.00422
4.887	5.0191E-4	0.00411
4.88766	5.0191E-4	0.00418
4.88832	5.1614E-4	0.00425
4.88898	5.1614E-4	0.00435
4.88964	5.2125E-4	0.00458
4.8903	5.1879E-4	0.00421
4.89096	5.1614E-4	0.00438
4.89162	5.1479E-4	0.00411
4.89228	5.1479E-4	0.00439
4.89294	5.1479E-4	0.00408
4.8936	5.1323E-4	0.00413
4.89426	5.1323E-4	0.00413
4.89492	5.1323E-4	0.00413
4.89558	5.1537E-4	0.00384
4.89625	5.0938E-4	0.00455
4.8969	5.0938E-4	0.0043
4.89757	5.0938E-4	0.00397
4.89823	5.0938E-4	0.00402
4.89889	5.0938E-4	0.00394
4.89955	5.2598E-4	0.00414
4.90021	5.326E-4	0.00416
4.90083	5.348E-4	0.00439
4.90149	5.348E-4	0.0044
4.90215	5.348E-4	0.00422
4.90281	5.3437E-4	0.0042
4.90347	5.3014E-4	0.00423
4.90413	5.2042E-4	0.00418
4.90479	5.197E-4	0.00419
4.90545	5.197E-4	0.00404
4.90611	5.197E-4	0.00406
4.90677	5.2251E-4	0.00424
4.90743	5.2251E-4	0.00442
4.90809	5.2251E-4	0.00432
4.90875	5.0966E-4	0.00427
4.90941	5.0966E-4	0.0042
4.91008	5.0966E-4	0.00412
4.91074	5.3095E-4	0.00437
4.9114	5.3299E-4	0.00459
4.91205	5.5012E-4	0.00481
4.91272	5.5012E-4	0.00454
4.91337	5.5012E-4	0.00456
4.91403	5.305E-4	0.00427
4.9147	5.2253E-4	0.00452
4.91536	5.22E-4	0.00423
4.91602	5.22E-4	0.00435
4.91668	5.1831E-4	0.00433
4.91733	5.1781E-4	0.00476
4.918	5.1831E-4	0.00445
4.91865	5.1781E-4	0.00452
4.91931	5.1661E-4	0.00459
4.91997	5.1661E-4	0.00432
4.92063	5.2709E-4	0.00427
4.92129	5.2943E-4	0.00435
4.92195	5.4388E-4	0.00448
4.92258	5.4495E-4	0.00479
4.92324	5.4495E-4	0.00438
4.9239	5.4495E-4	0.00485
4.92456	5.3838E-4	0.00448
4.92522	5.3624E-4	0.00451
4.92588	5.3358E-4	0.00444
4.92654	5.0624E-4	0.00425
4.9272	5.0624E-4	0.00423
4.92786	5.0624E-4	0.00442
4.92852	5.3222E-4	0.00469
4.92918	5.422E-4	0.00461
4.92984	5.422E-4	0.00464
4.9305	5.422E-4	0.00472
4.93116	5.3835E-4	0.00482
4.93182	5.3835E-4	0.00453
4.93248	5.3835E-4	0.00576
4.93314	5.4194E-4	0.00451
4.9338	5.4194E-4	0.00481
4.93446	5.4194E-4	0.00465
4.93512	5.3707E-4	0.00453
4.93578	5.3497E-4	0.00459
4.93644	5.1733E-4	0.0045
4.9371	5.1733E-4	0.00439
4.93776	5.2785E-4	0.00434
4.93842	5.2785E-4	0.00459
4.93907	5.4022E-4	0.00458
4.93973	5.6428E-4	0.0047
4.94039	5.6428E-4	0.00457
4.94105	5.6428E-4	0.00426
4.94171	5.4481E-4	0.00463
4.94237	5.4355E-4	0.0043
4.94303	5.3198E-4	0.0044
4.94369	5.3198E-4	0.00435
4.94435	5.3198E-4	0.00451
4.94501	5.3198E-4	0.00452
4.94567	5.4531E-4	0.00465
4.94633	5.4531E-4	0.0043
4.94699	5.3443E-4	0.00452
4.94765	5.123E-4	0.00448
4.94831	5.1512E-4	0.00408
4.94897	5.1512E-4	0.00412
4.94963	5.1512E-4	0.00444
4.95029	5.2744E-4	0.0044
4.95091	5.4075E-4	0.00444
4.95157	5.4797E-4	0.00459
4.95223	5.521E-4	0.00428
4.95289	5.4797E-4	0.00474
4.95355	5.4797E-4	0.00448
4.95421	5.2391E-4	0.00436
4.95487	5.2391E-4	0.00418
4.95553	5.2391E-4	0.00441
4.95619	5.3487E-4	0.00448
4.95685	5.3487E-4	0.00447
4.95751	5.3589E-4	0.00487
4.95817	5.3487E-4	0.00465
4.95883	5.3266E-4	0.00467
4.95949	5.2912E-4	0.00439
4.96014	5.2912E-4	0.00454
4.9608	5.2912E-4	0.0044
4.96146	5.3627E-4	0.0046
4.96212	5.3738E-4	0.00432
4.96278	5.4457E-4	0.0047
4.96344	5.5777E-4	0.00477
4.9641	5.6204E-4	0.00467
4.96476	5.6204E-4	0.00493
4.96542	5.5777E-4	0.00472
4.96608	5.5696E-4	0.00474
4.96674	5.2525E-4	0.00451
4.9674	5.2014E-4	0.00435
4.96806	5.2014E-4	0.00445
4.96872	5.2525E-4	0.0046
4.96937	5.4133E-4	0.00471
4.97003	5.4222E-4	0.00489
4.97069	5.4222E-4	0.00471
4.97132	5.4222E-4	0.00488
4.97198	5.4793E-4	0.00464
4.97264	5.4793E-4	0.00453
4.9733	5.5428E-4	0.00478
4.97396	5.6751E-4	0.00484
4.97461	5.6751E-4	0.00502
4.97527	5.7094E-4	0.00479
4.97593	5.7094E-4	0.00501
4.97659	5.6709E-4	0.00491
4.97725	5.6155E-4	0.00476
4.97791	5.314E-4	0.00449
4.97857	5.2482E-4	0.00468
4.97923	5.2482E-4	0.00422
4.97989	5.2482E-4	0.00443
4.98055	5.496E-4	0.00502
4.9812	5.496E-4	0.0047
4.98186	5.496E-4	0.00454
4.98252	5.4938E-4	0.00461
4.98318	5.4938E-4	0.00446
4.98384	5.4938E-4	0.00441
4.9845	5.6516E-4	0.00452
4.98516	5.6754E-4	0.00456
4.98582	5.6908E-4	0.00475
4.98648	5.6924E-4	0.00465
4.98713	5.6924E-4	0.00496
4.98779	5.6754E-4	0.00486
4.98845	5.6732E-4	0.0045
4.98911	5.3674E-4	0.00539
4.98977	5.1382E-4	0.00454
4.99043	5.1382E-4	0.00453
4.99109	5.1382E-4	0.00433
4.99175	5.249E-4	0.00459
4.99241	5.2959E-4	0.00439
4.99306	5.2959E-4	0.00464
4.99372	5.4408E-4	0.00457
4.99438	5.4408E-4	0.00418
4.99504	5.4408E-4	0.0045
4.9957	5.4408E-4	0.00435
4.99636	5.5127E-4	0.00448
4.99702	5.594E-4	0.00455
4.99768	5.594E-4	0.00453
4.99833	5.5127E-4	0.0046
4.99896	5.4779E-4	0.00457
4.99962	5.419E-4	0.0045
5.00028	5.2137E-4	0.00439
5.03159	5.3453E-4	5.33414E-4
5.10414	5.4569E-4	5.05333E-4
5.17434	5.2135E-4	5.05137E-4
5.24234	5.0986E-4	5.01155E-4
5.30834	5.1629E-4	4.93832E-4
5.37251	5.2481E-4	4.81097E-4
5.43502	4.9403E-4	4.77158E-4
5.49604	4.9986E-4	5.05576E-4
5.55577	5.1281E-4	5.31218E-4
