# For info, see fitting_results/example_fitres.xml
7.142857142857143344e+02,1.171575937504318432e+00,2.835403259852617083e-02,2.835403259852617083e-02,2.199169984856016241e-47
7.144369602745473458e+02,1.006302488086634250e+00,2.835403259852617083e-02,2.835403259852617083e-02,2.230266135601478642e-47
7.145882703279235102e+02,8.410290386688511477e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.261813362869554351e-47
7.147396444865554486e+02,6.757555892511671880e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.293818372814177554e-47
7.148910827911912520e+02,5.104821398334831173e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.326287973681994153e-47
7.150425852826131177e+02,3.452086904157000147e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.359229077401930383e-47
7.151941520016375762e+02,1.799352409980158884e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.392648701201649714e-47
7.153457829891162874e+02,1.466179158023284135e-02,2.835403259852617083e-02,2.835403259852617083e-02,2.426553969247836123e-47
7.154974782859349034e+02,-1.438162740137642615e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.460952114314325847e-47
7.156492379330146605e+02,-1.751353004535175506e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.495850479476024779e-47
7.158010619713109008e+02,-2.064543268932896025e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.531256519829550318e-47
7.159529504418134138e+02,-2.377733533330429194e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.567177804242091672e-47
7.161049033855479138e+02,-2.690923797728149713e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.603622017127985430e-47
7.162569208435737664e+02,-3.004114062125682327e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.640596960252646144e-47
7.164090028569859214e+02,-3.317304326523403124e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.678110554566812244e-47
7.165611494669138892e+02,-3.630494590920936293e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.716170842069436769e-47
7.167133607145224232e+02,-3.757551427702826574e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.754785987699968245e-47
7.168656366410110650e+02,-2.236158352873881539e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.793964281261121413e-47
7.170179772876143716e+02,-7.147652780458491062e-02,2.835403259852617083e-02,2.835403259852617083e-02,2.833714139373161211e-47
7.171703826956020293e+02,8.066277967830949580e-02,2.835403259852617083e-02,2.835403259852617083e-02,2.874044107457609956e-47
7.173228529062786265e+02,2.328020871611128362e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.914962861755346884e-47
7.174753879609843352e+02,3.849413946440072842e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.956479211374262644e-47
7.176279879010938885e+02,5.370807021268104720e-01,2.835403259852617083e-02,2.835403259852617083e-02,2.998602100371525430e-47
7.177806527680179443e+02,6.892200096096138262e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.041340609868550501e-47
7.179333826032017214e+02,7.975954473149449164e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.084703960200021281e-47
7.180861774481260227e+02,6.621687602237549264e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.128701513097102514e-47
7.182390373443071212e+02,5.267420731324836680e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.173342773906001603e-47
7.183919623332963056e+02,3.913153860412936780e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.218637393841667144e-47
7.185449524566806758e+02,2.558886989500224196e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.264595172278466747e-47
7.186980077560822338e+02,1.204620118588323741e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.311226059076208188e-47
7.188511282731587926e+02,-1.496467523235772701e-02,2.835403259852617083e-02,2.835403259852617083e-02,3.358540156945544459e-47
7.190043140496039769e+02,-1.503913623236289854e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.406547723849222429e-47
7.191575651271461993e+02,-2.439488769225804654e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.455259175443074677e-47
7.193108815475503661e+02,-1.730384023733984589e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.504685087556893575e-47
7.194642633526158306e+02,-1.021279278242590294e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.554836198713038225e-47
7.196177105841788944e+02,-3.121745327507703671e-02,2.835403259852617083e-02,2.835403259852617083e-02,3.605723412687852346e-47
7.197712232841104196e+02,3.969302127406250380e-02,2.835403259852617083e-02,2.835403259852617083e-02,3.657357801113068917e-47
7.199248014943179896e+02,1.106034958232019472e-01,2.835403259852617083e-02,2.835403259852617083e-02,3.709750606119164756e-47
